,conn_state,duration,history,src_ip_zeek,src_port_zeek,dest_ip_zeek,dest_port_zeek,local_orig,local_resp,missed_bytes,orig_bytes,orig_ip_bytes,orig_pkts,proto,resp_bytes,resp_ip_bytes,resp_pkts,service,label_tactic,src_ip_bin,dest_ip_bin,src_port_bin,dest_port_bin,duration_bin,missed_bytes_bin,orig_bytes_bin,orig_ip_bytes_bin,orig_pkts_bin,resp_bytes_bin,resp_ip_bytes_bin,resp_pkts_bin,proto_bin,conn_state_bin,history_bin,service_dce_rpc,service_ntlm,service_smb,service_gssapi,service_dhcp,service_dns,service_ftp,service_http,service_ntp,service_ssl,service_unknown
0,S0,0.001274109,S,143.88.14.11,33753,143.88.15.12,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
1,S0,0.001397133,S,143.88.7.11,37835,143.88.8.13,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
2,S0,0.001827002,S,143.88.11.10,37475,143.88.12.14,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
3,S0,0.001432896,S,143.88.9.12,41123,143.88.10.11,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
4,S0,0.001493931,S,143.88.2.17,44205,143.88.3.14,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
5,S0,0.000880003,S,143.88.11.10,43695,143.88.12.14,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
6,S0,0.001497984,S,143.88.5.14,46105,143.88.6.13,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
7,S0,0.001209021,S,143.88.13.12,46583,143.88.14.12,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
8,S0,0.001588106,S,143.88.5.14,44585,143.88.6.13,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
9,S0,0.001142025,S,143.88.2.17,34283,143.88.3.14,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
10,S0,0.00128293,S,143.88.2.17,40315,143.88.3.14,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
11,RSTO,0.1994240283966064,ShADTdtTtR,143.88.12.12,41947,143.88.13.10,445,False,False,0,13121.0,58964,124,tcp,2858.0,17288,112,"smb,gssapi,ntlm",Persistence,2,2,2,1,1,1,6,6,6,1,1,4,1,2,22,0,1,1,1,0,0,0,0,0,0,0
12,RSTO,0.3979239463806152,ShADTFadtR,143.88.1.18,38185,143.88.2.20,445,False,False,0,73.0,1316,20,tcp,174.0,1352,12,gssapi,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,2,9,0,0,0,1,0,0,0,0,0,0,0
13,RSTR,0.713374138,ShADTdtTtTtFar,143.88.12.12,36403,143.88.13.10,445,False,False,0,24560.0,111792,260,tcp,6484.0,39232,256,"ntlm,dce_rpc,gssapi,smb",Persistence,2,2,2,1,1,1,6,6,6,1,2,6,1,3,23,1,1,1,1,0,0,0,0,0,0,0
14,S0,0.001435995,S,143.88.2.17,41389,143.88.3.14,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
15,S0,0.001164198,S,143.88.14.11,46727,143.88.15.12,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
16,S0,0.001309156,S,143.88.2.17,41637,143.88.3.14,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
17,S0,0.001336813,S,143.88.9.12,46311,143.88.10.11,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
18,S0,0.002291918,S,143.88.8.12,45565,143.88.9.10,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
19,S0,0.000824928,S,143.88.7.11,44311,143.88.8.13,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
20,S0,0.001140833,S,143.88.8.12,36731,143.88.9.10,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
21,S0,0.001569986,S,143.88.6.11,36985,143.88.7.14,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
22,S0,0.001473904,S,143.88.3.11,40755,143.88.4.12,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
23,S0,0.001224041,S,143.88.8.12,45183,143.88.9.10,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
24,S0,0.002099991,S,143.88.14.11,45385,143.88.15.12,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
25,S0,0.001317024,S,143.88.9.12,41253,143.88.10.11,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
26,S0,0.002120018,S,143.88.7.11,34039,143.88.8.13,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
27,S0,0.001424074,S,143.88.7.11,37629,143.88.8.13,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
28,S0,0.001823902,S,143.88.2.17,38685,143.88.3.14,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
29,S0,0.001485109,S,143.88.8.12,41967,143.88.9.10,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
30,S0,0.001569986,S,143.88.2.17,35167,143.88.3.14,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
31,RSTO,4.752967834472656,ShADTadtTtR,143.88.1.18,38885,143.88.2.20,445,False,False,0,8713.0,40500,108,tcp,2142.0,13800,100,"gssapi,smb,ntlm",Persistence,2,2,2,1,3,1,6,6,5,1,1,4,1,2,13,0,1,1,1,0,0,0,0,0,0,0
32,S0,0.00106287,S,143.88.4.11,41721,143.88.5.12,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
33,S0,0.001244068,S,143.88.4.11,38681,143.88.5.12,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
34,S0,0.000620842,S,143.88.14.11,36603,143.88.15.12,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
35,S0,0.001039028,S,143.88.7.11,36181,143.88.8.13,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
36,RSTO,0.2001287937164306,ShADTdtTtR,143.88.12.12,32841,143.88.13.10,445,False,False,0,10041.0,45604,104,tcp,2438.0,14568,92,"ntlm,smb,gssapi",Persistence,2,2,2,1,1,1,6,6,5,1,1,4,1,2,22,0,1,1,1,0,0,0,0,0,0,0
37,S0,0.001708031,S,143.88.6.11,43885,143.88.7.14,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
38,S0,0.001806021,S,143.88.2.17,46873,143.88.3.14,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
39,S0,0.001081944,S,143.88.2.17,33229,143.88.3.14,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
40,RSTR,9.530756950378418,ShADTadtTtTtFr,143.88.1.18,33929,143.88.2.20,445,False,False,0,15307.0,72800,200,tcp,4690.0,29448,204,"ntlm,dce_rpc,smb,gssapi",Persistence,2,2,2,1,4,1,6,6,6,1,2,6,1,3,16,1,1,1,1,0,0,0,0,0,0,0
41,S0,0.000977993,S,143.88.15.10,41921,143.88.1.19,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
42,S0,0.001104116,S,143.88.11.10,34155,143.88.12.14,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
43,S0,0.001335859,S,143.88.14.11,37453,143.88.15.12,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
44,S0,0.001484156,S,143.88.3.11,36101,143.88.4.12,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
45,S0,0.002028942,S,143.88.3.11,43373,143.88.4.12,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
46,S0,0.001107931,S,143.88.14.11,39815,143.88.15.12,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
47,S0,0.001173973,S,143.88.13.12,39389,143.88.14.12,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
48,S0,0.001379967,S,143.88.4.11,35567,143.88.5.12,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
49,S0,0.003367901,S,143.88.6.11,41913,143.88.7.14,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
50,S0,0.001199961,S,143.88.13.12,45303,143.88.14.12,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
51,RSTO,0.2567620277404785,ShADTFadtR,143.88.1.18,36389,143.88.2.20,445,False,False,0,73.0,1316,20,tcp,174.0,1352,12,gssapi,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,2,9,0,0,0,1,0,0,0,0,0,0,0
52,S0,0.00111413,S,143.88.15.10,34863,143.88.1.19,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
53,S0,0.001455069,S,143.88.15.10,34165,143.88.1.19,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
54,S0,0.001852989,S,143.88.11.10,43815,143.88.12.14,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
55,S0,0.002099991,S,143.88.3.11,45875,143.88.4.12,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
56,S0,0.001406908,S,143.88.15.10,39541,143.88.1.19,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
57,S0,0.001512051,S,143.88.13.12,42199,143.88.14.12,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
58,S0,0.001608849,S,143.88.15.10,46601,143.88.1.19,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
59,S0,0.001621008,S,143.88.7.11,36297,143.88.8.13,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
60,S0,0.001951933,S,143.88.8.12,32805,143.88.9.10,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
61,RSTO,0.2049930095672607,ShADTdtTtR,143.88.12.12,42605,143.88.13.10,445,False,False,0,8809.0,40260,96,tcp,2270.0,13480,84,"gssapi,smb,ntlm",Persistence,2,2,2,1,1,1,6,6,5,1,1,3,1,2,22,0,1,1,1,0,0,0,0,0,0,0
62,RSTO,0.2266108989715576,ShADTdtTtR,143.88.12.12,33011,143.88.13.10,445,False,False,0,6961.0,32244,84,tcp,2018.0,11848,72,"ntlm,smb,gssapi",Persistence,2,2,2,1,1,1,6,6,4,1,1,3,1,2,22,0,1,1,1,0,0,0,0,0,0,0
63,RSTR,2.059900999069214,ShADTdtTtTtFar,143.88.1.18,34067,143.88.2.20,445,False,False,0,15231.0,71564,204,tcp,4695.0,28124,180,"gssapi,dce_rpc,smb,ntlm",Persistence,2,2,2,1,2,1,6,6,6,1,2,6,1,3,23,1,1,1,1,0,0,0,0,0,0,0
64,S0,0.000897169,S,143.88.14.11,38081,143.88.15.12,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
65,S0,0.001492023,S,143.88.2.17,44347,143.88.3.14,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
66,S0,0.001514912,S,143.88.13.12,46841,143.88.14.12,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
67,S0,0.001654148,S,143.88.15.10,42599,143.88.1.19,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
68,S0,0.00171113,S,143.88.13.12,38581,143.88.14.12,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
69,RSTO,0.2033429145812988,ShADTdtTtR,143.88.12.12,40721,143.88.13.10,445,False,False,0,7577.0,34916,88,tcp,2102.0,12392,76,"ntlm,smb,gssapi",Persistence,2,2,2,1,1,1,6,6,4,1,1,3,1,2,22,0,1,1,1,0,0,0,0,0,0,0
70,RSTO,0.2083370685577392,ShADTdtTtR,143.88.12.12,33607,143.88.13.10,445,False,False,0,11273.0,50948,112,tcp,2606.0,15656,100,"ntlm,smb,gssapi",Persistence,2,2,2,1,1,1,6,6,5,1,1,4,1,2,22,0,1,1,1,0,0,0,0,0,0,0
71,RSTR,9.851398944854736,ShADTadtTtTtFr,143.88.1.18,33041,143.88.2.20,445,False,False,0,15679.0,75036,220,tcp,4882.0,30168,204,"dce_rpc,ntlm,smb,gssapi",Persistence,2,2,2,1,5,1,6,6,6,1,2,6,1,3,16,1,1,1,1,0,0,0,0,0,0,0
72,RSTR,0.5410811901092529,ShADTdtTtTtFar,143.88.1.18,37637,143.88.2.20,445,False,False,0,15555.0,72236,192,tcp,4870.0,29240,188,"ntlm,dce_rpc,smb,gssapi",Persistence,2,2,2,1,1,1,6,6,6,1,2,6,1,3,23,1,1,1,1,0,0,0,0,0,0,0
73,RSTR,10.654237031936646,ShADTadtTtTtFr,143.88.1.18,38195,143.88.2.20,445,False,False,0,15791.0,75552,232,tcp,5038.0,31416,216,"gssapi,dce_rpc,smb,ntlm",Persistence,2,2,2,1,5,1,6,6,6,1,2,6,1,3,16,1,1,1,1,0,0,0,0,0,0,0
74,S0,0.001610994,S,143.88.14.11,42471,143.88.15.12,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
75,S0,0.001739979,S,143.88.13.12,35011,143.88.14.12,445,False,False,0,0.0,240,4,tcp,0.0,0,0,unknown,Persistence,2,2,2,1,1,1,1,1,1,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
